Country;Name;UNLocode;Latitude;Longitude;H3_hex_8;H3_int_index_8;H3_ring;H3_res
IT;OFFSHORE_87;ITP087;42,715657;14,244378;881e819239fffff;613026218960224255;2;8
IT;OFFSHORE_56;ITP056;39,058611;17,165078;883f242b6bfffff;613600342562570239;2;8
IT;OFFSHORE_87;ITP087;42,715657;14,244378;881e819239fffff;613026218972807167;2;8
IT;OFFSHORE_88;ITP088;43,899535;14,153981;881eae56b1fffff;613029295364767743;2;8
IT;OFFSHORE_44;ITP044;37,032157;14,26955;883f3476d9fffff;613601462345269247;2;8
IT;OFFSHORE_44;ITP044;37,032157;14,26955;883f3476d9fffff;613601445811322879;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601194012573695;2;8
IT;OFFSHORE_65;ITP065;42,934945;14,243294;881e852003fffff;613026463192449023;2;8
IT;OFFSHORE_7;ITP007;44,231121;12,482804;881ea3d699fffff;613028573770416127;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449076588543;2;8
IT;OFFSHORE_35;ITP035;42,201212;14,939078;881e813217fffff;613026193190420479;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552845033471;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461277818879;2;8
IT;OFFSHORE_89;ITP089;43,779617;14,071618;881eae4293fffff;613029289964601343;2;8
IT;OFFSHORE_74;ITP074;44,047208;13,803467;881eaecad5fffff;613029326541029375;2;8
IT;OFFSHORE_76;ITP076;44,306264;12,628145;881ea38145fffff;613028550882099199;2;8
IT;OFFSHORE_55;ITP055;44,509292;12,373913;881ea0661dfffff;613028337423482879;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463240683519;2;8
IT;OFFSHORE_24;ITP024;44,480258;12,453201;881ea06695fffff;613028337626906623;2;8
IT;OFFSHORE_33;ITP033;36,926058;13,805449;883f344439fffff;613601448732655615;2;8
IT;OFFSHORE_1;ITP001;44,511732;12,359708;881ea06655fffff;613028337492688895;2;8
IT;OFFSHORE_1;ITP001;44,511732;12,359708;881ea06655fffff;613028337410899967;2;8
IT;OFFSHORE_5;ITP005;36,916622;13,821989;883f3444e5fffff;613601449198223359;2;8
IT;OFFSHORE_90;ITP090;40,918159;18,32532;881e8971a7fffff;613026756120543231;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461202321407;2;8
IT;OFFSHORE_20;ITP020;40,930188;18,327114;881e8971a1fffff;613026756128931839;2;8
IT;OFFSHORE_91;ITP091;44,392963;12,344866;881ea065edfffff;613028337339596799;2;8
IT;OFFSHORE_92;ITP092;43,592497;14,359527;881eae78e7fffff;613029304548196351;2;8
IT;OFFSHORE_1;ITP001;44,511732;12,359708;881ea06655fffff;613028337412997119;2;8
IT;OFFSHORE_19;ITP019;44,091609;13,741427;881eaec161fffff;613029330229919743;2;8
IT;OFFSHORE_59;ITP059;44,391353;12,560244;881ea39ad9fffff;613028557723009023;2;8
IT;OFFSHORE_10;ITP010;44,391179;12,343146;881ea0653bfffff;613028337157144575;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461273624575;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463588810751;2;8
IT;OFFSHORE_42;ITP042;44,21278;12,705338;881ea388d9fffff;613028552914239487;2;8
IT;OFFSHORE_93;ITP093;43,764413;14,215197;881eae4453fffff;613029290434363391;2;8
IT;OFFSHORE_1;ITP001;44,511732;12,359708;881ea06655fffff;613028337404608511;2;8
IT;OFFSHORE_61;ITP061;44,475986;12,453451;881ea066bbfffff;613028337555603455;2;8
IT;OFFSHORE_93;ITP093;43,764413;14,215197;881eae4453fffff;613029290438557695;2;8
IT;OFFSHORE_6;ITP006;44,348645;12,588894;881ea3836dfffff;613028551452524543;2;8
IT;OFFSHORE_85;ITP085;42,938165;14,23388;881e852001fffff;613026463228100607;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463662211071;2;8
IT;OFFSHORE_54;ITP054;44,108865;13,648827;881eaed8edfffff;613029330137645055;2;8
IT;OFFSHORE_30;ITP030;45,183634;12,591285;881ea0a66dfffff;613028354695626751;2;8
IT;OFFSHORE_1;ITP001;44,511732;12,359708;881ea06655fffff;613028337475911679;2;8
IT;OFFSHORE_28;ITP028;44,523055;12,510533;881ea029b9fffff;613028321197817855;2;8
IT;OFFSHORE_39;ITP039;44,405721;12,660845;881ea39193fffff;613028555007197183;2;8
IT;OFFSHORE_77;ITP077;44,540237;12,495601;881ea02989fffff;613028321250246655;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601453321224191;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601192305491967;2;8
IT;OFFSHORE_94;ITP094;42,656403;14,155051;881e819327fffff;613026481659969535;2;8
IT;OFFSHORE_73;ITP073;44,478089;12,54616;881ea39311fffff;613028555663605759;2;8
IT;OFFSHORE_95;ITP095;43,288851;13,788738;881e85b969fffff;613026504365834239;2;8
IT;OFFSHORE_38;ITP038;42,648861;14,170126;881e819149fffff;613026219211882495;2;8
IT;OFFSHORE_40;ITP040;44,540752;12,496269;881ea029d5fffff;613028321187332095;2;8
IT;OFFSHORE_6;ITP006;44,348645;12,588894;881ea3836dfffff;613028557211303935;2;8
IT;OFFSHORE_96;ITP096;42,219268;14,610729;881e811581fffff;613026185510649855;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552838742015;2;8
IT;OFFSHORE_27;ITP027;44,067586;13,249138;881ea3a8abfffff;613028561451745279;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552840839167;2;8
IT;OFFSHORE_67;ITP067;39,091944;17,204166;883f2439b3fffff;613600346436009983;2;8
IT;OFFSHORE_7;ITP007;44,231121;12,482804;881ea3d699fffff;613028573785096191;2;8
IT;OFFSHORE_48;ITP048;44,689101;12,847421;881ea02591fffff;613028403014008831;2;8
IT;OFFSHORE_97;ITP097;42,21649;14,636563;881e811591fffff;613026185506455551;2;8
IT;OFFSHORE_36;ITP036;43,828681;13,711516;881ea32487fffff;613028525984710655;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449579905023;2;8
IT;OFFSHORE_56;ITP056;39,058611;17,165078;883f242b6bfffff;613600342589833215;2;8
IT;OFFSHORE_68;ITP068;44,116443;13,044925;881ea31697fffff;613028562183651327;2;8
IT;OFFSHORE_98;ITP098;44,501565;13,018806;881ea14847fffff;613028398140227583;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463681085439;2;8
IT;OFFSHORE_99;ITP099;44,229302;12,704812;881ea38a97fffff;613028553381904383;2;8
IT;OFFSHORE_16;ITP016;39,114236;17,181692;883f243983fffff;613600346391969791;2;8
IT;OFFSHORE_36;ITP036;43,828681;13,711516;881ea32487fffff;613028525982613503;2;8
IT;OFFSHORE_92;ITP092;43,592497;14,359527;881eae78e7fffff;613029304359452671;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181339414527;2;8
IT;OFFSHORE_91;ITP091;44,392963;12,344866;881ea065edfffff;613028337379442687;2;8
IT;OFFSHORE_4;ITP004;43,32096;13,785407;881e85bb21fffff;613026504336474111;2;8
IT;OFFSHORE_10;ITP010;44,391179;12,343146;881ea0653bfffff;613028337368956927;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463658016767;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463601393663;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461267333119;2;8
IT;OFFSHORE_100;ITP100;44,130986;12,753432;881ea3121bfffff;613028521039626239;2;8
IT;OFFSHORE_90;ITP090;40,918159;18,32532;881e8971a7fffff;613026762376347647;2;8
IT;OFFSHORE_44;ITP044;37,032157;14,26955;883f3476d9fffff;613601445819711487;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449552642047;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552882782207;2;8
IT;OFFSHORE_69;ITP069;42,235657;14,931856;881e81325bfffff;613026226203787263;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601453314932735;2;8
IT;OFFSHORE_22;ITP022;44,343274;12,74543;881ea38019fffff;613028550565429247;2;8
IT;OFFSHORE_93;ITP093;43,764413;14,215197;881eae4453fffff;613029291061411839;2;8
IT;OFFSHORE_73;ITP073;44,478089;12,54616;881ea39311fffff;613028554906533887;2;8
IT;OFFSHORE_101;ITP101;44,523767;12,512127;881ea02995fffff;613028555481153535;2;8
IT;OFFSHORE_73;ITP073;44,478089;12,54616;881ea39311fffff;613028555659411455;2;8
IT;OFFSHORE_102;ITP102;44,288775;12,64566;881ea38105fffff;613028550854836223;2;8
IT;OFFSHORE_16;ITP016;39,114236;17,181692;883f243983fffff;613600346381484031;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028554138976255;2;8
IT;OFFSHORE_61;ITP061;44,475986;12,453451;881ea066bbfffff;613028337557700607;2;8
IT;OFFSHORE_91;ITP091;44,392963;12,344866;881ea065edfffff;613028337375248383;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463685279743;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449055617023;2;8
IT;OFFSHORE_11;ITP011;44,554394;12,471698;881ea029c9fffff;613028321241858047;2;8
IT;OFFSHORE_43;ITP043;39,088056;17,214444;883f242a65fffff;613600346438107135;2;8
IT;OFFSHORE_40;ITP040;44,540752;12,496269;881ea029d5fffff;613028321256538111;2;8
IT;OFFSHORE_5;ITP005;36,916622;13,821989;883f3444e5fffff;613601449200320511;2;8
IT;OFFSHORE_84;ITP084;44,131649;13,001086;881ea316c7fffff;613028522232905727;2;8
IT;OFFSHORE_49;ITP049;44,407508;12,662225;881ea3824dfffff;613028555003002879;2;8
IT;OFFSHORE_69;ITP069;42,235657;14,931856;881e81325bfffff;613026193226072063;2;8
IT;OFFSHORE_68;ITP068;44,116443;13,044925;881ea31697fffff;613028562196234239;2;8
IT;OFFSHORE_29;ITP029;44,294615;12,639013;881ea3810dfffff;613028550808698879;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181406523391;2;8
IT;OFFSHORE_87;ITP087;42,715657;14,244378;881e819239fffff;613026218968612863;2;8
IT;OFFSHORE_25;ITP025;44,39535;12,44372;881ea39a4dfffff;613028557588791295;2;8
IT;OFFSHORE_97;ITP097;42,21649;14,636563;881e811591fffff;613026185261088767;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463660113919;2;8
IT;OFFSHORE_5;ITP005;36,916622;13,821989;883f3444e5fffff;613601448954953727;2;8
IT;OFFSHORE_73;ITP073;44,478089;12,54616;881ea39311fffff;613028554944282623;2;8
IT;OFFSHORE_85;ITP085;42,938165;14,23388;881e852001fffff;613026463259557887;2;8
IT;OFFSHORE_43;ITP043;39,088056;17,214444;883f242a65fffff;613600342581444607;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552842936319;2;8
IT;OFFSHORE_42;ITP042;44,21278;12,705338;881ea388d9fffff;613028552910045183;2;8
IT;OFFSHORE_51;ITP051;43,095985;14,017133;881e853345fffff;613026468357734399;2;8
IT;OFFSHORE_72;ITP072;39,084925;17,200158;883f242b59fffff;613600342579347455;2;8
IT;OFFSHORE_103;ITP103;43,939355;13,976674;881eaecd87fffff;613029327264546815;2;8
IT;OFFSHORE_33;ITP033;36,926058;13,805449;883f344439fffff;613601448774598655;2;8
IT;OFFSHORE_4;ITP004;43,32096;13,785407;881e85bb21fffff;613026504831401983;2;8
IT;OFFSHORE_41;ITP041;44,423325;12,520448;881ea3910dfffff;613028555147706367;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601194006282239;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449577807871;2;8
IT;OFFSHORE_6;ITP006;44,348645;12,588894;881ea3836dfffff;613028557710426111;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463666405375;2;8
IT;OFFSHORE_83;ITP083;44,214457;12,77681;881ea38f15fffff;613028554587766783;2;8
IT;OFFSHORE_11;ITP011;44,554394;12,471698;881ea029c9fffff;613028320799358975;2;8
IT;OFFSHORE_94;ITP094;42,656403;14,155051;881e819327fffff;613026219224465407;2;8
IT;OFFSHORE_100;ITP100;44,130986;12,753432;881ea3121bfffff;613028554063478783;2;8
IT;OFFSHORE_50;ITP050;42,203712;14,970746;881e8132c7fffff;613026193347706879;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601453338001407;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552832450559;2;8
IT;OFFSHORE_98;ITP098;44,501565;13,018806;881ea14847fffff;613028398142324735;2;8
IT;OFFSHORE_69;ITP069;42,235657;14,931856;881e81325bfffff;613026193223974911;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181404426239;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461282013183;2;8
IT;OFFSHORE_70;ITP070;37,009175;14,045081;883f3472c3fffff;613601461261041663;2;8
IT;OFFSHORE_59;ITP059;44,391353;12,560244;881ea39ad9fffff;613028555153997823;2;8
IT;OFFSHORE_14;ITP014;36,936642;13,732618;883f344731fffff;613601449561030655;2;8
IT;OFFSHORE_92;ITP092;43,592497;14,359527;881eae78e7fffff;613029304487378943;2;8
IT;OFFSHORE_76;ITP076;44,306264;12,628145;881ea38145fffff;613028550880002047;2;8
IT;OFFSHORE_42;ITP042;44,21278;12,705338;881ea388d9fffff;613028552912142335;2;8
IT;OFFSHORE_90;ITP090;40,918159;18,32532;881e8971a7fffff;613026756116348927;2;8
IT;OFFSHORE_37;ITP037;44,104993;12,840308;881ea31769fffff;613028522427940863;2;8
IT;OFFSHORE_44;ITP044;37,032157;14,26955;883f3476d9fffff;613601445997969407;2;8
IT;OFFSHORE_37;ITP037;44,104993;12,840308;881ea31769fffff;613028522421649407;2;8
IT;OFFSHORE_12;ITP012;44,030369;13,809339;881eaeca83fffff;613029326469726207;2;8
IT;OFFSHORE_67;ITP067;39,091944;17,204166;883f2439b3fffff;613600342566764543;2;8
IT;OFFSHORE_102;ITP102;44,288775;12,64566;881ea38105fffff;613028550842253311;2;8
IT;OFFSHORE_13;ITP013;44,322576;13,407327;881ea3b58bfffff;613028564926726143;2;8
IT;OFFSHORE_34;ITP034;44,368498;12,576432;881ea39a9dfffff;613028557653803007;2;8
IT;OFFSHORE_104;ITP104;44,166871;12,720466;881ea388bbfffff;613028554130587647;2;8
IT;OFFSHORE_86;ITP086;37,000607;13,594536;883f344219fffff;613601448262893567;2;8
IT;OFFSHORE_53;ITP053;44,076859;13,781867;881eaec13dfffff;613029323909103615;2;8
IT;OFFSHORE_20;ITP020;40,930188;18,327114;881e8971a1fffff;613026762384736255;2;8
IT;OFFSHORE_38;ITP038;42,648861;14,170126;881e819149fffff;613026218721148927;2;8
IT;OFFSHORE_9;ITP009;36,954193;14,216245;883f347415fffff;613601461596585983;2;8
IT;OFFSHORE_50;ITP050;42,203712;14,970746;881e8132c7fffff;613026193158963199;2;8
IT;OFFSHORE_105;ITP105;42,576845;14,172827;881e819ae9fffff;613026221300645887;2;8
IT;OFFSHORE_42;ITP042;44,21278;12,705338;881ea388d9fffff;613028552907948031;2;8
IT;OFFSHORE_67;ITP067;39,091944;17,204166;883f2439b3fffff;613600346440204287;2;8
IT;OFFSHORE_13;ITP013;44,322576;13,407327;881ea3b58bfffff;613028564909948927;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601192315977727;2;8
IT;OFFSHORE_45;ITP045;43,040959;13,926435;881e85043bfffff;613026455722393599;2;8
IT;OFFSHORE_9;ITP009;36,954193;14,216245;883f347415fffff;613601461617557503;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181425397759;2;8
IT;OFFSHORE_91;ITP091;44,392963;12,344866;881ea065edfffff;613028337371054079;2;8
IT;OFFSHORE_42;ITP042;44,21278;12,705338;881ea388d9fffff;613028552899559423;2;8
IT;OFFSHORE_13;ITP013;44,322576;13,407327;881ea3b58bfffff;613028564987543551;2;8
IT;OFFSHORE_95;ITP095;43,288851;13,788738;881e85b969fffff;613026492330278911;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552824061951;2;8
IT;OFFSHORE_106;ITP106;44,050183;13,817099;881eaecad7fffff;613029326480211967;2;8
IT;OFFSHORE_29;ITP029;44,294615;12,639013;881ea3810dfffff;613028550852739071;2;8
IT;OFFSHORE_4;ITP004;43,32096;13,785407;881e85bb21fffff;613026504833499135;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552821964799;2;8
IT;OFFSHORE_59;ITP059;44,391353;12,560244;881ea39ad9fffff;613028555164483583;2;8
IT;OFFSHORE_37;ITP037;44,104993;12,840308;881ea31769fffff;613028522425843711;2;8
IT;OFFSHORE_105;ITP105;42,576845;14,172827;881e819ae9fffff;613026221294354431;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601453279281151;2;8
IT;OFFSHORE_80;ITP080;36,559805;14,637158;883f308f29fffff;613601194002087935;2;8
IT;OFFSHORE_20;ITP020;40,930188;18,327114;881e8971a1fffff;613026756124737535;2;8
IT;OFFSHORE_23;ITP023;42,768002;14,463941;881eaa5965fffff;613026220075909119;2;8
IT;OFFSHORE_41;ITP041;44,423325;12,520448;881ea3910dfffff;613028555206426623;2;8
IT;OFFSHORE_85;ITP085;42,938165;14,23388;881e852001fffff;613026463297306623;2;8
IT;OFFSHORE_51;ITP051;43,095985;14,017133;881e853345fffff;613026468359831551;2;8
IT;OFFSHORE_86;ITP086;37,000607;13,594536;883f344219fffff;613601448195784703;2;8
IT;OFFSHORE_35;ITP035;42,201212;14,939078;881e813217fffff;613026193142185983;2;8
IT;OFFSHORE_9;ITP009;36,954193;14,216245;883f347415fffff;613601461598683135;2;8
IT;OFFSHORE_20;ITP020;40,930188;18,327114;881e8971a1fffff;613026759975108607;2;8
IT;OFFSHORE_58;ITP058;42,22899;14,607395;881e811589fffff;613026185556787199;2;8
IT;OFFSHORE_99;ITP099;44,229302;12,704812;881ea38a97fffff;613028553375612927;2;8
IT;OFFSHORE_68;ITP068;44,116443;13,044925;881ea31697fffff;613028522241294335;2;8
IT;OFFSHORE_51;ITP051;43,095985;14,017133;881e853345fffff;613026468397580287;2;8
IT;OFFSHORE_21;ITP021;43,802145;14,023295;881eae42cbfffff;613029290014932991;2;8
IT;OFFSHORE_52;ITP052;42,897839;14,246376;881e8521c3fffff;613026463655919615;2;8
IT;OFFSHORE_69;ITP069;42,235657;14,931856;881e81325bfffff;613026193236557823;2;8
IT;OFFSHORE_37;ITP037;44,104993;12,840308;881ea31769fffff;613028521199009791;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601453308641279;2;8
IT;OFFSHORE_76;ITP076;44,306264;12,628145;881ea38145fffff;613028557140000767;2;8
IT;OFFSHORE_40;ITP040;44,540752;12,496269;881ea029d5fffff;613028321254440959;2;8
IT;OFFSHORE_3;ITP003;43,599803;14,335723;881eae7833fffff;613029304367841279;2;8
IT;OFFSHORE_78;ITP078;44,389972;12,453423;881ea39a41fffff;613028557532168191;2;8
IT;OFFSHORE_17;ITP017;44,385039;12,579063;881ea39adbfffff;613028557739786239;2;8
IT;OFFSHORE_3;ITP003;43,599803;14,335723;881eae7833fffff;613029304365744127;2;8
IT;OFFSHORE_18;ITP018;44,171864;12,714253;881ea38895fffff;613028552847130623;2;8
IT;OFFSHORE_22;ITP022;44,343274;12,74543;881ea38019fffff;613028550624149503;2;8
IT;OFFSHORE_51;ITP051;43,095985;14,017133;881e853345fffff;613026468299014143;2;8
IT;OFFSHORE_20;ITP020;40,930188;18,327114;881e8971a1fffff;613026759981400063;2;8
IT;OFFSHORE_95;ITP095;43,288851;13,788738;881e85b969fffff;613026504357445631;2;8
IT;OFFSHORE_78;ITP078;44,389972;12,453423;881ea39a41fffff;613028557607665663;2;8
IT;OFFSHORE_94;ITP094;42,656403;14,155051;881e819327fffff;613026219220271103;2;8
IT;OFFSHORE_7;ITP007;44,231121;12,482804;881ea3d699fffff;613028573854302207;2;8
IT;OFFSHORE_99;ITP099;44,229302;12,704812;881ea38a97fffff;613028553419653119;2;8
IT;OFFSHORE_32;ITP032;37,00661;13,623818;883f345523fffff;613601448384528383;2;8
IT;OFFSHORE_41;ITP041;44,423325;12,520448;881ea3910dfffff;613028555103666175;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601192238383103;2;8
IT;OFFSHORE_10;ITP010;44,391179;12,343146;881ea0653bfffff;613028337192796159;2;8
IT;OFFSHORE_7;ITP007;44,231121;12,482804;881ea3d699fffff;613028573845913599;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181337317375;2;8
IT;OFFSHORE_15;ITP015;42,207323;14,675454;881e810647fffff;613026181398134783;2;8
IT;OFFSHORE_37;ITP037;44,104993;12,840308;881ea31769fffff;613028521169649663;2;8
IT;OFFSHORE_86;ITP086;37,000607;13,594536;883f344219fffff;613601448264990719;2;8
IT;OFFSHORE_8;ITP008;44,171042;13,113554;881ea3b99bfffff;613028565992079359;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601192246771711;2;8
IT;OFFSHORE_47;ITP047;43,197901;13,923748;881e85ab3dfffff;613026500561600511;2;8
IT;OFFSHORE_27;ITP027;44,067586;13,249138;881ea3a8abfffff;613028561413996543;2;8
IT;OFFSHORE_64;ITP064;36,540638;14,625491;883f308899fffff;613601193509257215;2;8
IT;OFFSHORE_82;ITP082;44,228781;13,078865;881ea3b81dfffff;613028565656535039;2;8
IT;OFFSHORE_75;ITP075;42,559691;14,183769;881e819ae3fffff;613026221233537023;2;8
